question,article_number,article_orig,index
ما هي الشروط التي يجب أن تتوافر لغير المواطنين لممارسة العمل في السعودية وفقاً للمادة الثالثة؟,3,"2 
العمـــــل حـــــق للمـــــواطن ، لا يجـــــوز لغيـــــره ممارســـــته إلا بعـــــد تـــــوافر الشـــــروط المنصـــــوص عليهـــــا فـــــي هـــــذا النظـــــام ، 
والمواطنـــــون متســـــاوون فـــــي حـــــق العمـــــل دون أي تمييـــــز علـــــى أســـــاس الجـــــنس أو الإعاقـــــة أو الســـــن أو أي شـــــكل مـــــن 
أشكال التمييز الأخرى، سواءً أثناء أداء العمل أو عند التوظيف أو الإعلان عنه.",3
هل يحق للمواطنين العمل في القطاعات العامة والخاصة دون تمييز بحسب المادة الثالثة من النظام؟,3,"2 
العمـــــل حـــــق للمـــــواطن ، لا يجـــــوز لغيـــــره ممارســـــته إلا بعـــــد تـــــوافر الشـــــروط المنصـــــوص عليهـــــا فـــــي هـــــذا النظـــــام ، 
والمواطنـــــون متســـــاوون فـــــي حـــــق العمـــــل دون أي تمييـــــز علـــــى أســـــاس الجـــــنس أو الإعاقـــــة أو الســـــن أو أي شـــــكل مـــــن 
أشكال التمييز الأخرى، سواءً أثناء أداء العمل أو عند التوظيف أو الإعلان عنه.",3
هل يشمل حق العمل في السعودية العاملين من ذوي الإعاقة طبقاً للمادة الثالثة؟,3,"2 
العمـــــل حـــــق للمـــــواطن ، لا يجـــــوز لغيـــــره ممارســـــته إلا بعـــــد تـــــوافر الشـــــروط المنصـــــوص عليهـــــا فـــــي هـــــذا النظـــــام ، 
والمواطنـــــون متســـــاوون فـــــي حـــــق العمـــــل دون أي تمييـــــز علـــــى أســـــاس الجـــــنس أو الإعاقـــــة أو الســـــن أو أي شـــــكل مـــــن 
أشكال التمييز الأخرى، سواءً أثناء أداء العمل أو عند التوظيف أو الإعلان عنه.",3
كيف يضمن النظام السعودي المساواة في فرص العمل بين المواطنين والمواطنات وفقاً للمادة الثالثة؟,3,"2 
العمـــــل حـــــق للمـــــواطن ، لا يجـــــوز لغيـــــره ممارســـــته إلا بعـــــد تـــــوافر الشـــــروط المنصـــــوص عليهـــــا فـــــي هـــــذا النظـــــام ، 
والمواطنـــــون متســـــاوون فـــــي حـــــق العمـــــل دون أي تمييـــــز علـــــى أســـــاس الجـــــنس أو الإعاقـــــة أو الســـــن أو أي شـــــكل مـــــن 
أشكال التمييز الأخرى، سواءً أثناء أداء العمل أو عند التوظيف أو الإعلان عنه.",3
هل يمكن التمييز في إعلانات التوظيف بناءً على السن أو الإعاقة حسب المادة الثالثة؟,3,"2 
العمـــــل حـــــق للمـــــواطن ، لا يجـــــوز لغيـــــره ممارســـــته إلا بعـــــد تـــــوافر الشـــــروط المنصـــــوص عليهـــــا فـــــي هـــــذا النظـــــام ، 
والمواطنـــــون متســـــاوون فـــــي حـــــق العمـــــل دون أي تمييـــــز علـــــى أســـــاس الجـــــنس أو الإعاقـــــة أو الســـــن أو أي شـــــكل مـــــن 
أشكال التمييز الأخرى، سواءً أثناء أداء العمل أو عند التوظيف أو الإعلان عنه.",3
ما الالتزامات التي يجب على صاحب العمل والعامل اتباعها وفق المادة الرابعة من نظام العمل السعودي؟,4,"يجــــب علــــى صــــاحب العمــــل والعامــــل عنــــد تطبيــــق أحكــــام هــــذا النظــــام الإلتــــزام بمقتضــــيات أحكــــام الشــــريعة الإســــلامية 
.",4
وفقًا للمادة الرابعة، ما هو الأساس الذي يجب أن يستند إليه تطبيق أحكام نظام العمل؟,4,"يجــــب علــــى صــــاحب العمــــل والعامــــل عنــــد تطبيــــق أحكــــام هــــذا النظــــام الإلتــــزام بمقتضــــيات أحكــــام الشــــريعة الإســــلامية 
.",4
كيف تتعلق أحكام الشريعة الإسلامية بتطبيق نظام العمل بالسعودية وفق المادة الرابعة؟,4,"يجــــب علــــى صــــاحب العمــــل والعامــــل عنــــد تطبيــــق أحكــــام هــــذا النظــــام الإلتــــزام بمقتضــــيات أحكــــام الشــــريعة الإســــلامية 
.",4
ما أهمية الإلتزام بمقتضيات الأحكام الشرعية لصاحب العمل عند تطبيق نظام العمل؟,4,"يجــــب علــــى صــــاحب العمــــل والعامــــل عنــــد تطبيــــق أحكــــام هــــذا النظــــام الإلتــــزام بمقتضــــيات أحكــــام الشــــريعة الإســــلامية 
.",4
ما الإجراءات التي يجب على العامل الالتزام بها وفق دليل الشريعة الإسلامية كما جاء في المادة الرابعة؟,4,"يجــــب علــــى صــــاحب العمــــل والعامــــل عنــــد تطبيــــق أحكــــام هــــذا النظــــام الإلتــــزام بمقتضــــيات أحكــــام الشــــريعة الإســــلامية 
.",4
ما هي الفئات التي تنطبق عليها أحكام نظام العمل السعودي وفقًا للمادة الثالثة؟,5,"3 
تسري أحكام هذا النظام على الآتي:  
1. كل عقد عمل يلتزم بمقتضاه أي شخص بالعمل لمصلحة صاحب عمل وتحت إدارته أو إشرافه ؛ مقابل أجر. 
2. عمال الحكومة والهيئات والمؤسسات العامة ، بمن فيهم الذين يشتغلون في المراعي أو الزراعة . 
3. عمال المؤسسات الخيرية . 
4. عقود التأهيل والتدريب مع غير العاملين لدى صاحب العمل في حدود الأحكام الخاصة المنصوص عليها في هذا النظام . 
5. العاملين بعض الوقت في حدود ما يتعلق بالسلامة والصحة المهنية وإصابات العمل وما يقرره الوزير .",5
هل تشمل أحكام نظام العمل السعودي العمال الحكوميين وموظفي الهيئات العامة وفقًا للمادة الثالثة؟,5,"3 
تسري أحكام هذا النظام على الآتي:  
1. كل عقد عمل يلتزم بمقتضاه أي شخص بالعمل لمصلحة صاحب عمل وتحت إدارته أو إشرافه ؛ مقابل أجر. 
2. عمال الحكومة والهيئات والمؤسسات العامة ، بمن فيهم الذين يشتغلون في المراعي أو الزراعة . 
3. عمال المؤسسات الخيرية . 
4. عقود التأهيل والتدريب مع غير العاملين لدى صاحب العمل في حدود الأحكام الخاصة المنصوص عليها في هذا النظام . 
5. العاملين بعض الوقت في حدود ما يتعلق بالسلامة والصحة المهنية وإصابات العمل وما يقرره الوزير .",5
هل تخضع عقود التأهيل والتدريب لنظام العمل السعودي بحسب المادة الثالثة؟,5,"3 
تسري أحكام هذا النظام على الآتي:  
1. كل عقد عمل يلتزم بمقتضاه أي شخص بالعمل لمصلحة صاحب عمل وتحت إدارته أو إشرافه ؛ مقابل أجر. 
2. عمال الحكومة والهيئات والمؤسسات العامة ، بمن فيهم الذين يشتغلون في المراعي أو الزراعة . 
3. عمال المؤسسات الخيرية . 
4. عقود التأهيل والتدريب مع غير العاملين لدى صاحب العمل في حدود الأحكام الخاصة المنصوص عليها في هذا النظام . 
5. العاملين بعض الوقت في حدود ما يتعلق بالسلامة والصحة المهنية وإصابات العمل وما يقرره الوزير .",5
